0.574502, 0.384894
0.143893, -0.0771872
-0.101167, -0.0771872
-0.784771, -0.0771872
-1.29107, -0.541578
-1.29107, -1.01301
-0.480812, -0.551301
-0.101167, -0.0857926
0.0642405, -0.0857926
-0.126497, -0.0857926
0.128023, 0.37879
0.128023, -0.0978245
0.0325017, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.101167, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.0758373, -0.0978245
-0.177157, -0.0978245
-0.177157, -0.0978245
-0.177157, -0.0978245
-0.177157, -0.0978245
-0.936446, -0.567381
-0.987106, -1.04304
-0.303502, -0.788421
-0.0758373, -0.314939
0.000457771, 0.150457
0.000457771, 0.150457
0.000457771, 0.150457
0.000457771, 0.150457
0.000457771, 0.150457
0.0962844, 0.150457
0.128023, 0.150457
0.128023, 0.150457
0.00015259, 0.150457
-1.13909, -0.312265
-1.67071, -0.777069
-2.32898, -1.23949
-2.40497, -1.70713
-2.40497, -2.17299
-2.45563, -2.64691
-3.06325, -3.10951
-2.75929, -2.63624
-3.31624, -3.09778
-3.54421, -3.57154
-3.77218, -3.57154
-3.94919, -4.03708
-4.3798, -4.50455
-4.17716, -4.04303
-4.48081, -4.5094
-4.5568, -4.5094
-4.91142, -4.97082
-5.26574, -5.4328
-5.54437, -5.4328
-5.87335, -5.90733
-6.30365, -6.37705
-6.73426, -6.85195
-7.21523, -7.31411
-7.51888, -7.79255
-7.67086, -7.79255
-7.99985, -8.26406
-8.27848, -8.26406
-8.58213, -8.26406
-8.58213, -8.73833
-8.68345, -8.73833
-8.78477, -8.73833
-8.8101, -8.73833
-8.88609, -8.73833
-8.88609, -8.73833
-8.88609, -8.73833
-8.98741, -9.20953
-9.0634, -9.20953
-9.29107, -9.20953
-9.41772, -9.67144
-9.7467, -9.67144
-10, -10
-9.92401, -10
-9.11406, -9.53688
-8.86076, -9.06932
-8.53147, -8.60163
-8.35447, -8.12457
-7.89883, -7.65993
-7.51888, -7.65993
-6.80995, -7.18301
-6.27832, -6.70892
-5.5697, -6.24239
-4.86076, -5.77644
-3.94919, -5.31105
-3.41756, -4.84783
-2.88594, -4.38587
-2.05066, -3.9241
-1.36706, -3.4488
-0.936446, -2.98529
-0.835431, -2.51228
-0.379492, -2.0415
-0.177157, -1.5797
-0.177157, -1.11198
-0.0758373, -0.644088
-0.0758373, -0.169472
0.128023, 0.292753
0.606546, 0.769166
0.877546, 0.769166
0.957504, 0.769166
0.957504, 0.769166
1.14885, 1.23163
1.00511, 0.767293
0.957504, 1.23243
1.3402, 1.23243
1.37194, 1.23243
1.56329, 1.69704
1.78668, 1.69704
1.78668, 1.69704
1.85046, 1.69704
1.94629, 2.1717
2.28107, 2.1717
3.06264, 2.6414
3.78012, 3.10895
4.4979, 3.5712
5.08782, 4.04375
5.4229, 4.51985
5.51843, 4.99223
5.86938, 5.46405
6.28412, 5.93613
6.1883, 6.4146
6.60304, 6.4146
7.1133, 6.87645
7.25704, 7.33855
7.70352, 7.80508
7.06538, 7.33791
7.3846, 7.33791
7.43221, 7.33791
7.70352, 7.80434
8.48478, 8.2668
8.421, 8.2668
8.85161, 8.74496
9.31426, 9.21263
9.37804, 9.21263
9.44183, 9.68901
9.44183, 9.21422
9.44183, 9.68891
9.44183, 9.22131
9.44183, 9.69061
9.76074, 9.69061
9.76074, 9.69061
