0.000457771, -0.316323
-0.101167, 0.276969
-0.582132, -0.311016
-0.734112, -0.889813
-1.36706, -1.4692
-1.69604, -2.06502
-2.27832, -2.65934
-2.35431, -2.07582
-2.60761, -2.66851
-2.63294, -2.66851
-2.60761, -2.66851
-2.60761, -2.66851
-2.6833, -2.66851
-2.70863, -2.66851
-3.01259, -3.26836
-3.11391, -3.26836
-3.31624, -3.26836
-3.72152, -3.85096
-3.72152, -3.85096
-4.68345, -4.4419
-4.98741, -5.02336
-5.03777, -5.02336
-5.39239, -5.60654
-5.54437, -5.60654
-5.84802, -6.19023
-5.94934, -5.60759
-6.25299, -6.20812
-6.37964, -6.20812
-6.70893, -6.79347
-6.86061, -6.79347
-7.24056, -7.37963
-7.46822, -7.37963
-7.56954, -7.37963
-7.77218, -7.9693
-8.07584, -7.9693
-8.17716, -8.55582
-8.43046, -8.55582
-8.58213, -8.55582
-8.58213, -8.55582
-8.78477, -9.15768
-8.78477, -8.57156
-8.83543, -9.15811
-8.91142, -8.56648
-9.13909, -9.15207
-9.39239, -9.15207
-9.49371, -9.74916
-9.77203, -9.74916
-10, -9.74916
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-10, -10
-9.92401, -10
-9.03807, -9.40028
-8.48112, -8.79953
-8.22782, -8.21614
-7.77218, -8.21614
-7.31655, -7.63281
-6.73426, -7.04421
-6, -6.44645
-5.13909, -5.86035
-4.53147, -5.27761
-2.88594, -4.68077
-1.84802, -4.0947
-0.860761, -3.50082
-0.0505074, -2.9137
0.22385, -2.3177
0.702068, -1.73222
0.829633, -1.13399
0.829633, -0.551187
0.957504, 0.0442523
0.957504, 0.626887
0.76585, 0.626887
0.957504, 1.2164
1.26024, 1.2164
1.32403, 1.2164
1.40398, 1.2164
1.69085, 1.79908
1.78668, 1.79908
1.85046, 1.79908
1.91424, 1.79908
2.34485, 2.3893
2.90303, 2.98977
3.49325, 3.58451
3.86007, 4.17026
4.62547, 4.75872
4.97642, 5.34652
5.4229, 5.34652
5.55047, 5.94318
5.64599, 5.34168
5.86938, 5.92413
6.1883, 6.5228
6.50721, 6.5228
6.87404, 6.5228
7.3846, 7.12296
7.51217, 7.70865
7.6556, 7.70865
8.07034, 8.3004
8.75608, 8.89527
9.58526, 9.48673
9.63317, 9.48673
9.63317, 9.48673
9.63317, 9.48673
9.63317, 9.48673
9.63317, 9.48673
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
10, 10
9.63317, 9.40094
9.44183, 9.40094
9.05913, 8.8171
8.804, 8.8171
8.48478, 8.8171
8.75608, 8.8171
9.05913, 9.40131
8.804, 8.81179
8.54856, 8.81179
7.91073, 8.22319
7.6556, 7.6361
6.82643, 7.6361
6.23621, 7.05229
5.9173, 6.4573
5.32708, 5.86146
4.91264, 5.26679
4.14694, 4.6821
2.79133, 4.08241
1.81842, 3.48354
1.65911, 2.90027
1.00511, 2.31346
0.22385, 1.7167
0.0642405, 1.12901
-0.0758373, 0.538679
0.175937, -0.0538748
0.399023, 0.545995
-0.430152, -0.0536968
-0.177157, -0.0536968
