-9.39239, -9.45005
-9.18975, -8.98487
-8.98741, -8.98487
-8.88609, -8.98487
-8.58213, -8.51883
-8.48112, -8.51883
-8.3798, -8.51883
-8.35447, -8.51883
-8.27848, -8.04769
-8.07584, -8.04769
-7.8735, -8.04769
-7.8735, -8.04769
-7.67086, -7.57913
-7.39223, -7.57913
-7.21523, -7.11235
-7.11391, -7.11235
-6.58228, -7.11235
-6.30365, -6.63942
-6.12665, -6.17067
-5.82269, -6.17067
-5.54437, -5.7033
-5.26574, -5.2218
-4.86076, -4.75329
-4.27848, -4.28583
-4.20249, -4.28583
-3.82284, -3.81805
-2.73396, -3.81805
-2.05066, -3.35154
-1.89868, -2.88233
-1.77203, -2.41544
-1.51873, -1.94589
-1.39239, -1.47373
-1.39239, -1.47373
-1.18975, -1.00388
-1.39239, -1.4676
-1.3164, -1.4676
-0.885786, -0.994108
-0.784771, -0.524165
-0.885786, -1.00089
-0.885786, -1.00089
-1.39239, -1.47757
-1.3164, -1.47757
-1.08843, -1.00003
-1.08843, -1.00003
-1.08843, -1.00003
-1.08843, -1.00003
-1.08843, -1.00003
-1.08843, -1.00003
-1.08843, -1.00003
-0.987106, -1.00003
-0.860761, -1.00003
-0.480812, -0.524766
-0.177157, -0.0573044
0.000457771, -0.0573044
0.446937, 0.413658
0.782025, 0.880903
0.829633, 0.880903
1.00511, 0.880903
1.02129, 0.880903
1.03716, 0.880903
1.27642, 1.34871
1.35607, 1.34871
1.54742, 1.4542
1.6112, 1.4542
1.7229, 1.92327
1.85046, 1.92327
1.85046, 1.92327
1.97803, 1.92327
2.2652, 2.38763
2.8072, 2.85745
3.34951, 3.32505
3.90768, 3.79164
4.59342, 4.27287
4.73716, 4.73861
4.91264, 4.73861
4.91264, 4.73861
5.23156, 5.21372
5.4229, 5.21372
5.45464, 5.68904
5.55047, 5.68904
5.55047, 5.68904
5.86938, 5.68904
6.09277, 6.15818
6.44343, 6.62583
7.01778, 7.09041
6.65095, 6.61819
7.01778, 7.09958
7.33669, 7.56985
7.6556, 7.56985
7.95865, 8.03703
8.421, 8.50152
8.61265, 8.50152
8.34134, 8.50152
8.38926, 8.50152
8.61265, 8.50152
8.99535, 8.96945
8.99535, 8.96945
9.09087, 8.96945
9.44183, 9.43691
9.44183, 9.43691
9.63317, 9.90273
9.63317, 9.44074
9.76074, 9.91346
9.68109, 9.44837
9.63317, 9.44837
9.63317, 9.44837
9.63317, 9.44837
9.63317, 9.44837
9.63317, 9.44837
9.53765, 9.44837
9.63317, 9.44837
9.63317, 9.44837
9.63317, 9.44837
9.63317, 9.44837
9.17082, 8.98555
9.31426, 9.45746
9.31426, 9.45746
8.75608, 8.99378
8.94743, 8.99378
8.43717, 8.52211
9.12291, 8.99869
8.58061, 8.5367
8.16587, 8.06295
8.11826, 8.06295
7.79904, 7.5955
7.24086, 7.12697
6.60304, 6.65806
6.28412, 6.18901
6.06073, 6.18901
5.55047, 5.72068
5.55047, 5.72068
5.47082, 5.25593
5.18364, 5.25593
4.91264, 4.78944
4.59342, 4.32639
4.37034, 4.32639
3.98764, 3.86043
3.54086, 3.38467
3.12642, 2.92058
2.82338, 2.92058
2.58412, 2.45243
2.50446, 2.45243
1.85046, 1.98461
1.7229, 1.52045
1.7229, 1.99274
1.53155, 1.52573
1.32403, 1.52573
1.02129, 1.0624
0.749981, 0.597231
0.319371, 0.12854
0.000457771, 0.12854
-0.582132, -0.345411
-0.885786, -0.82149
-0.556802, -0.346999
0.112154, 0.116822
0.191806, 0.116822
0.191806, 0.116822
0.000457771, 0.116822
-0.784771, -0.348127
-1.08843, -0.815176
-1.39239, -1.28089
-1.46838, -1.28089
-1.7467, -1.92013
-2.10101, -1.92013
-2.4303, -2.39792
-2.80995, -2.86561
-2.91127, -2.86561
-3.34157, -3.33425
-3.6202, -3.79635
-3.92386, -3.79635
-4.32914, -4.26406
-4.43015, -4.26406
-4.43015, -4.26406
-4.98741, -4.73103
-5.24041, -5.21217
-5.49371, -5.21217
-5.69604, -5.68217
-5.84802, -5.68217
-6.20233, -6.14933
-6.35431, -6.61635
-6.65827, -6.61635
-7.06325, -7.07804
-7.46822, -7.54493
-7.59487, -7.54493
-7.8735, -8.01123
-8.02518, -8.01123
-8.32914, -8.01123
-8.48112, -8.47879
-8.5568, -8.47879
-8.58213, -8.47879
-8.78477, -8.94616
-8.78477, -8.94616
-8.78477, -8.94616
-8.86076, -8.94616
-8.98741, -8.94616
-8.98741, -8.94616
-9.29107, -9.41703
-9.46838, -9.41703
-9.72137, -9.88681
-9.89868, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-10, -9.88681
-9.08873, -9.42157
-8.78477, -8.95253
-8.43046, -8.48537
-8.27848, -8.0231
-7.74685, -7.55411
-7.08858, -7.08219
-6.53162, -7.08219
-5.82269, -6.61772
-5.0631, -6.13912
-4.48081, -5.67664
-3.49355, -5.20243
-2.32898, -4.72586
-1.69604, -4.25843
-1.24041, -3.77797
-0.632792, -3.31163
-0.556802, -2.83097
-0.0758373, -2.36625
0.000457771, -1.89554
0.000457771, -1.42868
0.000457771, -0.958732
